date,product,cut_type,size,sales_quantity
2023-07-09,Salmon Fillet,F,1-2kg,32
2023-07-09,Salmon Fillet,F,2-3kg,39
2023-07-09,Salmon Fillet,F,3-4kg,34
2023-07-09,Salmon Fillet,F,4-5kg,42
2023-07-09,Salmon Fillet,F,5-6kg,32
2023-07-09,Salmon Fillet,F,6-7kg,25
2023-07-09,Salmon Fillet,F,7-8kg,47
2023-07-09,Salmon Fillet,F,8-9kg,32
2023-07-09,Trout Fillet,,,88
2023-07-09,Cod Fillet,,,63
2023-07-09,Shrimp,,,54
2023-07-09,Herring,,,73
2023-07-16,Salmon Fillet,A,1-2kg,38
2023-07-16,Salmon Fillet,A,2-3kg,37
2023-07-16,Salmon Fillet,A,3-4kg,27
2023-07-16,Salmon Fillet,A,4-5kg,17
2023-07-16,Salmon Fillet,A,5-6kg,26
2023-07-16,Salmon Fillet,A,6-7kg,43
2023-07-16,Salmon Fillet,A,7-8kg,31
2023-07-16,Salmon Fillet,A,8-9kg,27
2023-07-16,Salmon Fillet,B,1-2kg,49
2023-07-16,Salmon Fillet,B,2-3kg,23
2023-07-16,Salmon Fillet,B,3-4kg,24
2023-07-16,Salmon Fillet,B,4-5kg,30
2023-07-16,Salmon Fillet,B,5-6kg,28
2023-07-16,Salmon Fillet,B,6-7kg,22
2023-07-16,Salmon Fillet,B,7-8kg,29
2023-07-16,Salmon Fillet,B,8-9kg,43
2023-07-16,Salmon Fillet,C,1-2kg,29
2023-07-16,Salmon Fillet,C,2-3kg,43
2023-07-16,Salmon Fillet,C,3-4kg,53
2023-07-16,Salmon Fillet,C,4-5kg,29
2023-07-16,Salmon Fillet,C,5-6kg,33
2023-07-16,Salmon Fillet,C,6-7kg,26
2023-07-16,Salmon Fillet,C,7-8kg,29
2023-07-16,Salmon Fillet,C,8-9kg,30
2023-07-16,Salmon Fillet,D,1-2kg,32
2023-07-16,Salmon Fillet,D,2-3kg,42
2023-07-16,Salmon Fillet,D,3-4kg,55
2023-07-16,Salmon Fillet,D,4-5kg,27
2023-07-16,Salmon Fillet,D,5-6kg,35
2023-07-16,Salmon Fillet,D,6-7kg,34
2023-07-16,Salmon Fillet,D,7-8kg,35
2023-07-16,Salmon Fillet,D,8-9kg,38
2023-07-16,Salmon Fillet,E,1-2kg,43
2023-07-16,Salmon Fillet,E,2-3kg,14
2023-07-16,Salmon Fillet,E,3-4kg,7
2023-07-16,Salmon Fillet,E,4-5kg,30
2023-07-16,Salmon Fillet,E,5-6kg,49
2023-07-16,Salmon Fillet,E,6-7kg,23
2023-07-16,Salmon Fillet,E,7-8kg,5
2023-07-16,Salmon Fillet,E,8-9kg,40
2023-07-16,Salmon Fillet,F,1-2kg,34
2023-07-16,Salmon Fillet,F,2-3kg,24
2023-07-16,Salmon Fillet,F,3-4kg,20
2023-07-16,Salmon Fillet,F,4-5kg,23
2023-07-16,Salmon Fillet,F,5-6kg,38
2023-07-16,Salmon Fillet,F,6-7kg,29
2023-07-16,Salmon Fillet,F,7-8kg,35
2023-07-16,Salmon Fillet,F,8-9kg,10
2023-07-16,Trout Fillet,,,49
2023-07-16,Cod Fillet,,,50
2023-07-16,Shrimp,,,70
2023-07-16,Herring,,,74
2023-07-23,Salmon Fillet,A,1-2kg,41
2023-07-23,Salmon Fillet,A,2-3kg,16
2023-07-23,Salmon Fillet,A,3-4kg,36
2023-07-23,Salmon Fillet,A,4-5kg,41
2023-07-23,Salmon Fillet,A,5-6kg,52
2023-07-23,Salmon Fillet,A,6-7kg,26
2023-07-23,Salmon Fillet,A,7-8kg,37
2023-07-23,Salmon Fillet,A,8-9kg,12
2023-07-23,Salmon Fillet,B,1-2kg,14
2023-07-23,Salmon Fillet,B,2-3kg,44
2023-07-23,Salmon Fillet,B,3-4kg,34
2023-07-23,Salmon Fillet,B,4-5kg,51
2023-07-23,Salmon Fillet,B,5-6kg,26
2023-07-23,Salmon Fillet,B,6-7kg,35
2023-07-23,Salmon Fillet,B,7-8kg,51
2023-07-23,Salmon Fillet,B,8-9kg,42
2023-07-23,Salmon Fillet,C,1-2kg,32
2023-07-23,Salmon Fillet,C,2-3kg,38
2023-07-23,Salmon Fillet,C,3-4kg,17
2023-07-23,Salmon Fillet,C,4-5kg,53
2023-07-23,Salmon Fillet,C,5-6kg,24
2023-07-23,Salmon Fillet,C,6-7kg,41
2023-07-23,Salmon Fillet,C,7-8kg,18
2023-07-23,Salmon Fillet,C,8-9kg,18
2023-07-23,Salmon Fillet,D,1-2kg,44
2023-07-23,Salmon Fillet,D,2-3kg,34
2023-07-23,Salmon Fillet,D,3-4kg,44
2023-07-23,Salmon Fillet,D,4-5kg,30
2023-07-23,Salmon Fillet,D,5-6kg,17
2023-07-23,Salmon Fillet,D,6-7kg,39
2023-07-23,Salmon Fillet,D,7-8kg,27
2023-07-23,Salmon Fillet,D,8-9kg,43
2023-07-23,Salmon Fillet,E,1-2kg,30
2023-07-23,Salmon Fillet,E,2-3kg,14
2023-07-23,Salmon Fillet,E,3-4kg,35
2023-07-23,Salmon Fillet,E,4-5kg,57
2023-07-23,Salmon Fillet,E,5-6kg,44
2023-07-23,Salmon Fillet,E,6-7kg,39
2023-07-23,Salmon Fillet,E,7-8kg,48
2023-07-23,Salmon Fillet,E,8-9kg,38
2023-07-23,Salmon Fillet,F,1-2kg,39
2023-07-23,Salmon Fillet,F,2-3kg,25
2023-07-23,Salmon Fillet,F,3-4kg,35
2023-07-23,Salmon Fillet,F,4-5kg,45
2023-07-23,Salmon Fillet,F,5-6kg,31
2023-07-23,Salmon Fillet,F,6-7kg,44
2023-07-23,Salmon Fillet,F,7-8kg,33
2023-07-23,Salmon Fillet,F,8-9kg,26
2023-07-23,Trout Fillet,,,97
2023-07-23,Cod Fillet,,,62
2023-07-23,Shrimp,,,94
2023-07-23,Herring,,,79
2023-07-30,Salmon Fillet,A,1-2kg,36
2023-07-30,Salmon Fillet,A,2-3kg,43
2023-07-30,Salmon Fillet,A,3-4kg,39
2023-07-30,Salmon Fillet,A,4-5kg,20
2023-07-30,Salmon Fillet,A,5-6kg,22
2023-07-30,Salmon Fillet,A,6-7kg,44
2023-07-30,Salmon Fillet,A,7-8kg,37
2023-07-30,Salmon Fillet,A,8-9kg,34
2023-07-30,Salmon Fillet,B,1-2kg,19
2023-07-30,Salmon Fillet,B,2-3kg,21
2023-07-30,Salmon Fillet,B,3-4kg,12
2023-07-30,Salmon Fillet,B,4-5kg,35
2023-07-30,Salmon Fillet,B,5-6kg,34
2023-07-30,Salmon Fillet,B,6-7kg,30
2023-07-30,Salmon Fillet,B,7-8kg,39
2023-07-30,Salmon Fillet,B,8-9kg,43
2023-07-30,Salmon Fillet,C,1-2kg,53
2023-07-30,Salmon Fillet,C,2-3kg,20
2023-07-30,Salmon Fillet,C,3-4kg,51
2023-07-30,Salmon Fillet,C,4-5kg,42
2023-07-30,Salmon Fillet,C,5-6kg,30
2023-07-30,Salmon Fillet,C,6-7kg,37
2023-07-30,Salmon Fillet,C,7-8kg,30
2023-07-30,Salmon Fillet,C,8-9kg,36
2023-07-30,Salmon Fillet,D,1-2kg,46
2023-07-30,Salmon Fillet,D,2-3kg,40
2023-07-30,Salmon Fillet,D,3-4kg,44
2023-07-30,Salmon Fillet,D,4-5kg,33
2023-07-30,Salmon Fillet,D,5-6kg,21
2023-07-30,Salmon Fillet,D,6-7kg,28
2023-07-30,Salmon Fillet,D,7-8kg,42
2023-07-30,Salmon Fillet,D,8-9kg,14
2023-07-30,Salmon Fillet,E,1-2kg,22
2023-07-30,Salmon Fillet,E,2-3kg,36
2023-07-30,Salmon Fillet,E,3-4kg,29
2023-07-30,Salmon Fillet,E,4-5kg,28
2023-07-30,Salmon Fillet,E,5-6kg,33
2023-07-30,Salmon Fillet,E,6-7kg,24
2023-07-30,Salmon Fillet,E,7-8kg,24
2023-07-30,Salmon Fillet,E,8-9kg,47
2023-07-30,Salmon Fillet,F,1-2kg,17
2023-07-30,Salmon Fillet,F,2-3kg,14
2023-07-30,Salmon Fillet,F,3-4kg,27
2023-07-30,Salmon Fillet,F,4-5kg,41
2023-07-30,Salmon Fillet,F,5-6kg,38
2023-07-30,Salmon Fillet,F,6-7kg,26
2023-07-30,Salmon Fillet,F,7-8kg,39
2023-07-30,Salmon Fillet,F,8-9kg,18
2023-07-30,Trout Fillet,,,89
2023-07-30,Cod Fillet,,,78
2023-07-30,Shrimp,,,68
2023-07-30,Herring,,,104
2023-08-06,Salmon Fillet,A,1-2kg,7
2023-08-06,Salmon Fillet,A,2-3kg,30
2023-08-06,Salmon Fillet,A,3-4kg,29
2023-08-06,Salmon Fillet,A,4-5kg,20
2023-08-06,Salmon Fillet,A,5-6kg,23
2023-08-06,Salmon Fillet,A,6-7kg,27
2023-08-06,Salmon Fillet,A,7-8kg,39
2023-08-06,Salmon Fillet,A,8-9kg,17
2023-08-06,Salmon Fillet,B,1-2kg,19
2023-08-06,Salmon Fillet,B,2-3kg,34
2023-08-06,Salmon Fillet,B,3-4kg,16
2023-08-06,Salmon Fillet,B,4-5kg,38
2023-08-06,Salmon Fillet,B,5-6kg,42
2023-08-06,Salmon Fillet,B,6-7kg,16
2023-08-06,Salmon Fillet,B,7-8kg,25
2023-08-06,Salmon Fillet,B,8-9kg,11
2023-08-06,Salmon Fillet,C,1-2kg,26
2023-08-06,Salmon Fillet,C,2-3kg,26
2023-08-06,Salmon Fillet,C,3-4kg,23
2023-08-06,Salmon Fillet,C,4-5kg,13
2023-08-06,Salmon Fillet,C,5-6kg,5
2023-08-06,Salmon Fillet,C,6-7kg,31
2023-08-06,Salmon Fillet,C,7-8kg,5
2023-08-06,Salmon Fillet,C,8-9kg,15
2023-08-06,Salmon Fillet,D,1-2kg,30
2023-08-06,Salmon Fillet,D,2-3kg,25
2023-08-06,Salmon Fillet,D,3-4kg,48
2023-08-06,Salmon Fillet,D,4-5kg,36
2023-08-06,Salmon Fillet,D,5-6kg,18
2023-08-06,Salmon Fillet,D,6-7kg,20
2023-08-06,Salmon Fillet,D,7-8kg,19
2023-08-06,Salmon Fillet,D,8-9kg,8
2023-08-06,Salmon Fillet,E,1-2kg,11
2023-08-06,Salmon Fillet,E,2-3kg,14
2023-08-06,Salmon Fillet,E,3-4kg,5
2023-08-06,Salmon Fillet,E,4-5kg,20
2023-08-06,Salmon Fillet,E,5-6kg,18
2023-08-06,Salmon Fillet,E,6-7kg,12
2023-08-06,Salmon Fillet,E,7-8kg,27
2023-08-06,Salmon Fillet,E,8-9kg,34
2023-08-06,Salmon Fillet,F,1-2kg,29
2023-08-06,Salmon Fillet,F,2-3kg,23
2023-08-06,Salmon Fillet,F,3-4kg,25
2023-08-06,Salmon Fillet,F,4-5kg,27
2023-08-06,Salmon Fillet,F,5-6kg,28
2023-08-06,Salmon Fillet,F,6-7kg,12
2023-08-06,Salmon Fillet,F,7-8kg,25
2023-08-06,Salmon Fillet,F,8-9kg,40
2023-08-06,Trout Fillet,,,43
2023-08-06,Cod Fillet,,,104
2023-08-06,Shrimp,,,48
2023-08-06,Herring,,,54
2023-08-13,Salmon Fillet,A,1-2kg,16
2023-08-13,Salmon Fillet,A,2-3kg,29
2023-08-13,Salmon Fillet,A,3-4kg,5
2023-08-13,Salmon Fillet,A,4-5kg,19
2023-08-13,Salmon Fillet,A,5-6kg,11
2023-08-13,Salmon Fillet,A,6-7kg,29
2023-08-13,Salmon Fillet,A,7-8kg,35
2023-08-13,Salmon Fillet,A,8-9kg,32
2023-08-13,Salmon Fillet,B,1-2kg,5
2023-08-13,Salmon Fillet,B,2-3kg,40
2023-08-13,Salmon Fillet,B,3-4kg,27
2023-08-13,Salmon Fillet,B,4-5kg,13
2023-08-13,Salmon Fillet,B,5-6kg,26
2023-08-13,Salmon Fillet,B,6-7kg,21
2023-08-13,Salmon Fillet,B,7-8kg,12
2023-08-13,Salmon Fillet,B,8-9kg,26
2023-08-13,Salmon Fillet,C,1-2kg,20
2023-08-13,Salmon Fillet,C,2-3kg,14
2023-08-13,Salmon Fillet,C,3-4kg,14
2023-08-13,Salmon Fillet,C,4-5kg,5
2023-08-13,Salmon Fillet,C,5-6kg,23
2023-08-13,Salmon Fillet,C,6-7kg,28
2023-08-13,Salmon Fillet,C,7-8kg,30
2023-08-13,Salmon Fillet,C,8-9kg,32
2023-08-13,Salmon Fillet,D,1-2kg,25
2023-08-13,Salmon Fillet,D,2-3kg,14
2023-08-13,Salmon Fillet,D,3-4kg,36
2023-08-13,Salmon Fillet,D,4-5kg,10
2023-08-13,Salmon Fillet,D,5-6kg,11
2023-08-13,Salmon Fillet,D,6-7kg,16
2023-08-13,Salmon Fillet,D,7-8kg,34
2023-08-13,Salmon Fillet,D,8-9kg,31
2023-08-13,Salmon Fillet,E,1-2kg,29
2023-08-13,Salmon Fillet,E,2-3kg,33
2023-08-13,Salmon Fillet,E,3-4kg,17
2023-08-13,Salmon Fillet,E,4-5kg,24
2023-08-13,Salmon Fillet,E,5-6kg,25
2023-08-13,Salmon Fillet,E,6-7kg,37
2023-08-13,Salmon Fillet,E,7-8kg,17
2023-08-13,Salmon Fillet,E,8-9kg,21
2023-08-13,Salmon Fillet,F,1-2kg,28
2023-08-13,Salmon Fillet,F,2-3kg,32
2023-08-13,Salmon Fillet,F,3-4kg,19
2023-08-13,Salmon Fillet,F,4-5kg,27
2023-08-13,Salmon Fillet,F,5-6kg,17
2023-08-13,Salmon Fillet,F,6-7kg,5
2023-08-13,Salmon Fillet,F,7-8kg,24
2023-08-13,Salmon Fillet,F,8-9kg,35
2023-08-13,Trout Fillet,,,61
2023-08-13,Cod Fillet,,,24
2023-08-13,Shrimp,,,45
2023-08-13,Herring,,,13
2023-08-20,Salmon Fillet,A,1-2kg,37
2023-08-20,Salmon Fillet,A,2-3kg,10
2023-08-20,Salmon Fillet,A,3-4kg,34
2023-08-20,Salmon Fillet,A,4-5kg,34
2023-08-20,Salmon Fillet,A,5-6kg,17
2023-08-20,Salmon Fillet,A,6-7kg,10
2023-08-20,Salmon Fillet,A,7-8kg,25
2023-08-20,Salmon Fillet,A,8-9kg,15
2023-08-20,Salmon Fillet,B,1-2kg,26
2023-08-20,Salmon Fillet,B,2-3kg,16
2023-08-20,Salmon Fillet,B,3-4kg,5
2023-08-20,Salmon Fillet,B,4-5kg,5
2023-08-20,Salmon Fillet,B,5-6kg,21
2023-08-20,Salmon Fillet,B,6-7kg,13
2023-08-20,Salmon Fillet,B,7-8kg,16
2023-08-20,Salmon Fillet,B,8-9kg,35
2023-08-20,Salmon Fillet,C,1-2kg,31
2023-08-20,Salmon Fillet,C,2-3kg,24
2023-08-20,Salmon Fillet,C,3-4kg,18
2023-08-20,Salmon Fillet,C,4-5kg,33
2023-08-20,Salmon Fillet,C,5-6kg,9
2023-08-20,Salmon Fillet,C,6-7kg,25
2023-08-20,Salmon Fillet,C,7-8kg,27
2023-08-20,Salmon Fillet,C,8-9kg,29
2023-08-20,Salmon Fillet,D,1-2kg,5
2023-08-20,Salmon Fillet,D,2-3kg,21
2023-08-20,Salmon Fillet,D,3-4kg,12
2023-08-20,Salmon Fillet,D,4-5kg,28
2023-08-20,Salmon Fillet,D,5-6kg,33
2023-08-20,Salmon Fillet,D,6-7kg,34
2023-08-20,Salmon Fillet,D,7-8kg,18
2023-08-20,Salmon Fillet,D,8-9kg,18
2023-08-20,Salmon Fillet,E,1-2kg,40
2023-08-20,Salmon Fillet,E,2-3kg,25
2023-08-20,Salmon Fillet,E,3-4kg,32
2023-08-20,Salmon Fillet,E,4-5kg,29
2023-08-20,Salmon Fillet,E,5-6kg,7
2023-08-20,Salmon Fillet,E,6-7kg,15
2023-08-20,Salmon Fillet,E,7-8kg,6
2023-08-20,Salmon Fillet,E,8-9kg,31
2023-08-20,Salmon Fillet,F,1-2kg,38
2023-08-20,Salmon Fillet,F,2-3kg,47
2023-08-20,Salmon Fillet,F,3-4kg,29
2023-08-20,Salmon Fillet,F,4-5kg,32
2023-08-20,Salmon Fillet,F,5-6kg,22
2023-08-20,Salmon Fillet,F,6-7kg,17
2023-08-20,Salmon Fillet,F,7-8kg,32
2023-08-20,Salmon Fillet,F,8-9kg,29
2023-08-20,Trout Fillet,,,62
2023-08-20,Cod Fillet,,,57
2023-08-20,Shrimp,,,72
2023-08-20,Herring,,,82
2023-08-27,Salmon Fillet,A,1-2kg,37
2023-08-27,Salmon Fillet,A,2-3kg,28
2023-08-27,Salmon Fillet,A,3-4kg,27
2023-08-27,Salmon Fillet,A,4-5kg,26
2023-08-27,Salmon Fillet,A,5-6kg,18
2023-08-27,Salmon Fillet,A,6-7kg,33
2023-08-27,Salmon Fillet,A,7-8kg,11
2023-08-27,Salmon Fillet,A,8-9kg,38
2023-08-27,Salmon Fillet,B,1-2kg,10
2023-08-27,Salmon Fillet,B,2-3kg,25
2023-08-27,Salmon Fillet,B,3-4kg,19
2023-08-27,Salmon Fillet,B,4-5kg,25
2023-08-27,Salmon Fillet,B,5-6kg,20
2023-08-27,Salmon Fillet,B,6-7kg,7
2023-08-27,Salmon Fillet,B,7-8kg,26
2023-08-27,Salmon Fillet,B,8-9kg,19
2023-08-27,Salmon Fillet,C,1-2kg,31
2023-08-27,Salmon Fillet,C,2-3kg,29
2023-08-27,Salmon Fillet,C,3-4kg,26
2023-08-27,Salmon Fillet,C,4-5kg,18
2023-08-27,Salmon Fillet,C,5-6kg,14
2023-08-27,Salmon Fillet,C,6-7kg,17
2023-08-27,Salmon Fillet,C,7-8kg,32
2023-08-27,Salmon Fillet,C,8-9kg,43
2023-08-27,Salmon Fillet,D,1-2kg,20
2023-08-27,Salmon Fillet,D,2-3kg,31
2023-08-27,Salmon Fillet,D,3-4kg,5
2023-08-27,Salmon Fillet,D,4-5kg,10
2023-08-27,Salmon Fillet,D,5-6kg,12
2023-08-27,Salmon Fillet,D,6-7kg,9
2023-08-27,Salmon Fillet,D,7-8kg,13
2023-08-27,Salmon Fillet,D,8-9kg,31
2023-08-27,Salmon Fillet,E,1-2kg,26
2023-08-27,Salmon Fillet,E,2-3kg,32
2023-08-27,Salmon Fillet,E,3-4kg,33
2023-08-27,Salmon Fillet,E,4-5kg,26
2023-08-27,Salmon Fillet,E,5-6kg,29
2023-08-27,Salmon Fillet,E,6-7kg,25
2023-08-27,Salmon Fillet,E,7-8kg,8
2023-08-27,Salmon Fillet,E,8-9kg,30
2023-08-27,Salmon Fillet,F,1-2kg,22
2023-08-27,Salmon Fillet,F,2-3kg,13
2023-08-27,Salmon Fillet,F,3-4kg,17
2023-08-27,Salmon Fillet,F,4-5kg,13
2023-08-27,Salmon Fillet,F,5-6kg,21
2023-08-27,Salmon Fillet,F,6-7kg,28
2023-08-27,Salmon Fillet,F,7-8kg,23
2023-08-27,Salmon Fillet,F,8-9kg,14
2023-08-27,Trout Fillet,,,42
2023-08-27,Cod Fillet,,,87
2023-08-27,Shrimp,,,58
2023-08-27,Herring,,,97
2023-09-03,Salmon Fillet,A,1-2kg,30
2023-09-03,Salmon Fillet,A,2-3kg,36
2023-09-03,Salmon Fillet,A,3-4kg,5
2023-09-03,Salmon Fillet,A,4-5kg,28
2023-09-03,Salmon Fillet,A,5-6kg,21
2023-09-03,Salmon Fillet,A,6-7kg,10
2023-09-03,Salmon Fillet,A,7-8kg,19
2023-09-03,Salmon Fillet,A,8-9kg,24
2023-09-03,Salmon Fillet,B,1-2kg,27
2023-09-03,Salmon Fillet,B,2-3kg,15
2023-09-03,Salmon Fillet,B,3-4kg,26
2023-09-03,Salmon Fillet,B,4-5kg,10
2023-09-03,Salmon Fillet,B,5-6kg,17
2023-09-03,Salmon Fillet,B,6-7kg,12
2023-09-03,Salmon Fillet,B,7-8kg,16
2023-09-03,Salmon Fillet,B,8-9kg,24
2023-09-03,Salmon Fillet,C,1-2kg,12
2023-09-03,Salmon Fillet,C,2-3kg,43
2023-09-03,Salmon Fillet,C,3-4kg,5
2023-09-03,Salmon Fillet,C,4-5kg,11
2023-09-03,Salmon Fillet,C,5-6kg,26
2023-09-03,Salmon Fillet,C,6-7kg,24
2023-09-03,Salmon Fillet,C,7-8kg,18
2023-09-03,Salmon Fillet,C,8-9kg,15
2023-09-03,Salmon Fillet,D,1-2kg,29
2023-09-03,Salmon Fillet,D,2-3kg,16
2023-09-03,Salmon Fillet,D,3-4kg,36
2023-09-03,Salmon Fillet,D,4-5kg,24
2023-09-03,Salmon Fillet,D,5-6kg,23
2023-09-03,Salmon Fillet,D,6-7kg,6
2023-09-03,Salmon Fillet,D,7-8kg,23
2023-09-03,Salmon Fillet,D,8-9kg,21
2023-09-03,Salmon Fillet,E,1-2kg,14
2023-09-03,Salmon Fillet,E,2-3kg,24
2023-09-03,Salmon Fillet,E,3-4kg,19
2023-09-03,Salmon Fillet,E,4-5kg,23
2023-09-03,Salmon Fillet,E,5-6kg,12
2023-09-03,Salmon Fillet,E,6-7kg,42
2023-09-03,Salmon Fillet,E,7-8kg,8
2023-09-03,Salmon Fillet,E,8-9kg,21
2023-09-03,Salmon Fillet,F,1-2kg,25
2023-09-03,Salmon Fillet,F,2-3kg,17
2023-09-03,Salmon Fillet,F,3-4kg,27
2023-09-03,Salmon Fillet,F,4-5kg,5
2023-09-03,Salmon Fillet,F,5-6kg,33
2023-09-03,Salmon Fillet,F,6-7kg,24
2023-09-03,Salmon Fillet,F,7-8kg,11
2023-09-03,Salmon Fillet,F,8-9kg,17
2023-09-03,Trout Fillet,,,67
2023-09-03,Cod Fillet,,,30
2023-09-03,Shrimp,,,34
2023-09-03,Herring,,,37
2023-09-10,Salmon Fillet,A,1-2kg,5
2023-09-10,Salmon Fillet,A,2-3kg,41
2023-09-10,Salmon Fillet,A,3-4kg,17
2023-09-10,Salmon Fillet,A,4-5kg,27
2023-09-10,Salmon Fillet,A,5-6kg,21
2023-09-10,Salmon Fillet,A,6-7kg,6
2023-09-10,Salmon Fillet,A,7-8kg,16
2023-09-10,Salmon Fillet,A,8-9kg,28
2023-09-10,Salmon Fillet,B,1-2kg,20
2023-09-10,Salmon Fillet,B,2-3kg,26
2023-09-10,Salmon Fillet,B,3-4kg,35
2023-09-10,Salmon Fillet,B,4-5kg,28
2023-09-10,Salmon Fillet,B,5-6kg,10
2023-09-10,Salmon Fillet,B,6-7kg,13
2023-09-10,Salmon Fillet,B,7-8kg,11
2023-09-10,Salmon Fillet,B,8-9kg,19
2023-09-10,Salmon Fillet,C,1-2kg,26
2023-09-10,Salmon Fillet,C,2-3kg,5
2023-09-10,Salmon Fillet,C,3-4kg,18
2023-09-10,Salmon Fillet,C,4-5kg,17
2023-09-10,Salmon Fillet,C,5-6kg,19
2023-09-10,Salmon Fillet,C,6-7kg,32
2023-09-10,Salmon Fillet,C,7-8kg,23
2023-09-10,Salmon Fillet,C,8-9kg,29
2023-09-10,Salmon Fillet,D,1-2kg,22
2023-09-10,Salmon Fillet,D,2-3kg,28
2023-09-10,Salmon Fillet,D,3-4kg,31
2023-09-10,Salmon Fillet,D,4-5kg,38
2023-09-10,Salmon Fillet,D,5-6kg,13
2023-09-10,Salmon Fillet,D,6-7kg,17
2023-09-10,Salmon Fillet,D,7-8kg,18
2023-09-10,Salmon Fillet,D,8-9kg,21
2023-09-10,Salmon Fillet,E,1-2kg,25
2023-09-10,Salmon Fillet,E,2-3kg,6
2023-09-10,Salmon Fillet,E,3-4kg,16
2023-09-10,Salmon Fillet,E,4-5kg,5
2023-09-10,Salmon Fillet,E,5-6kg,35
2023-09-10,Salmon Fillet,E,6-7kg,17
2023-09-10,Salmon Fillet,E,7-8kg,19
2023-09-10,Salmon Fillet,E,8-9kg,20
2023-09-10,Salmon Fillet,F,1-2kg,33
2023-09-10,Salmon Fillet,F,2-3kg,5
2023-09-10,Salmon Fillet,F,3-4kg,15
2023-09-10,Salmon Fillet,F,4-5kg,17
2023-09-10,Salmon Fillet,F,5-6kg,18
2023-09-10,Salmon Fillet,F,6-7kg,37
2023-09-10,Salmon Fillet,F,7-8kg,6
2023-09-10,Salmon Fillet,F,8-9kg,22
2023-09-10,Trout Fillet,,,53
2023-09-10,Cod Fillet,,,73
2023-09-10,Shrimp,,,30
2023-09-10,Herring,,,33
2023-09-17,Salmon Fillet,A,1-2kg,27
2023-09-17,Salmon Fillet,A,2-3kg,22
2023-09-17,Salmon Fillet,A,3-4kg,8
2023-09-17,Salmon Fillet,A,4-5kg,11
2023-09-17,Salmon Fillet,A,5-6kg,21
2023-09-17,Salmon Fillet,A,6-7kg,32
2023-09-17,Salmon Fillet,A,7-8kg,15
2023-09-17,Salmon Fillet,A,8-9kg,5
2023-09-17,Salmon Fillet,B,1-2kg,29
2023-09-17,Salmon Fillet,B,2-3kg,5
2023-09-17,Salmon Fillet,B,3-4kg,5
2023-09-17,Salmon Fillet,B,4-5kg,5
2023-09-17,Salmon Fillet,B,5-6kg,32
2023-09-17,Salmon Fillet,B,6-7kg,17
2023-09-17,Salmon Fillet,B,7-8kg,12
2023-09-17,Salmon Fillet,B,8-9kg,33
2023-09-17,Salmon Fillet,C,1-2kg,26
2023-09-17,Salmon Fillet,C,2-3kg,35
2023-09-17,Salmon Fillet,C,3-4kg,5
2023-09-17,Salmon Fillet,C,4-5kg,17
2023-09-17,Salmon Fillet,C,5-6kg,7
2023-09-17,Salmon Fillet,C,6-7kg,20
2023-09-17,Salmon Fillet,C,7-8kg,21
2023-09-17,Salmon Fillet,C,8-9kg,29
2023-09-17,Salmon Fillet,D,1-2kg,23
2023-09-17,Salmon Fillet,D,2-3kg,22
2023-09-17,Salmon Fillet,D,3-4kg,32
2023-09-17,Salmon Fillet,D,4-5kg,39
2023-09-17,Salmon Fillet,D,5-6kg,20
2023-09-17,Salmon Fillet,D,6-7kg,7
2023-09-17,Salmon Fillet,D,7-8kg,17
2023-09-17,Salmon Fillet,D,8-9kg,15
2023-09-17,Salmon Fillet,E,1-2kg,29
2023-09-17,Salmon Fillet,E,2-3kg,14
2023-09-17,Salmon Fillet,E,3-4kg,16
2023-09-17,Salmon Fillet,E,4-5kg,19
2023-09-17,Salmon Fillet,E,5-6kg,23
2023-09-17,Salmon Fillet,E,6-7kg,13
2023-09-17,Salmon Fillet,E,7-8kg,17
2023-09-17,Salmon Fillet,E,8-9kg,33
2023-09-17,Salmon Fillet,F,1-2kg,12
2023-09-17,Salmon Fillet,F,2-3kg,18
2023-09-17,Salmon Fillet,F,3-4kg,31
2023-09-17,Salmon Fillet,F,4-5kg,5
2023-09-17,Salmon Fillet,F,5-6kg,22
2023-09-17,Salmon Fillet,F,6-7kg,12
2023-09-17,Salmon Fillet,F,7-8kg,27
2023-09-17,Salmon Fillet,F,8-9kg,6
2023-09-17,Trout Fillet,,,62
2023-09-17,Cod Fillet,,,66
2023-09-17,Shrimp,,,69
2023-09-17,Herring,,,49
2023-09-24,Salmon Fillet,A,1-2kg,15
2023-09-24,Salmon Fillet,A,2-3kg,11
2023-09-24,Salmon Fillet,A,3-4kg,37
2023-09-24,Salmon Fillet,A,4-5kg,15
2023-09-24,Salmon Fillet,A,5-6kg,5
2023-09-24,Salmon Fillet,A,6-7kg,31
2023-09-24,Salmon Fillet,A,7-8kg,15
2023-09-24,Salmon Fillet,A,8-9kg,12
2023-09-24,Salmon Fillet,B,1-2kg,5
2023-09-24,Salmon Fillet,B,2-3kg,15
2023-09-24,Salmon Fillet,B,3-4kg,20
2023-09-24,Salmon Fillet,B,4-5kg,20
2023-09-24,Salmon Fillet,B,5-6kg,25
2023-09-24,Salmon Fillet,B,6-7kg,26
2023-09-24,Salmon Fillet,B,7-8kg,17
2023-09-24,Salmon Fillet,B,8-9kg,17
2023-09-24,Salmon Fillet,C,1-2kg,22
2023-09-24,Salmon Fillet,C,2-3kg,27
2023-09-24,Salmon Fillet,C,3-4kg,20
2023-09-24,Salmon Fillet,C,4-5kg,11
